hidden_layers,n_layers,total_units,learning_rate,alpha,batch_size,n_iterations,val_mae,val_rmse,test_mae,test_rmse
"(128, 64, 32)",3,224,0.0037,0.0004,10,18,0.33527190240415666,0.46576859762499295,0.31259329785164475,0.41263321879087167
"(128, 64, 32)",3,224,0.0037,0.0005,6,15,0.34510059022796535,0.46776409705085303,0.31962865172087557,0.4254956458311184
"(128, 64, 32)",3,224,0.0037,0.0005,7,14,0.36186747943906367,0.4441456323278573,0.3353483558667642,0.41507812724877413
"(128, 64, 32)",3,224,0.0037,0.0005,8,15,0.355797388619189,0.46490451350135625,0.3353757768081196,0.42970825575266625
"(128, 64, 32)",3,224,0.0037,0.0005,9,13,0.3457323774555154,0.4416804150249911,0.34187744487268634,0.4221249861554214
"(128, 64, 32)",3,224,0.0037,0.0005,10,15,0.3606652322869771,0.4720509716790186,0.33902514429013003,0.4338954459239619
"(128, 64, 32)",3,224,0.0037,0.0006,6,15,0.3553282618173265,0.47615960764870213,0.33203845802142334,0.4385308363148293
"(128, 64, 32)",3,224,0.0037,0.0006,7,14,0.3518639105068007,0.4448015832448488,0.33018641350368194,0.41411756999269933
"(128, 64, 32)",3,224,0.0037,0.0006,8,15,0.35550653541411864,0.47297052716215293,0.34616409300920137,0.4443418179349661
"(128, 64, 32)",3,224,0.0037,0.0006,9,15,0.3554245573171508,0.4651869637942858,0.3389232701096892,0.4312612420306776
"(128, 64, 32)",3,224,0.0037,0.0006,10,15,0.3531157274474915,0.46663222615794875,0.3366680262462457,0.42971346502529284
"(128, 64, 32)",3,224,0.0037,0.0007,6,13,0.3443535235614795,0.4662116470313131,0.32047653708298707,0.42840411356974145
"(128, 64, 32)",3,224,0.0037,0.0007,7,14,0.35283849379056115,0.44313901641967623,0.33420217414957415,0.41655851233092767
"(128, 64, 32)",3,224,0.0037,0.0007,8,15,0.35928214810259856,0.47083023478954905,0.34675452225538456,0.43868628525232245
"(128, 64, 32)",3,224,0.0037,0.0007,9,13,0.34752268570120937,0.44508500932556033,0.33673194568103293,0.4184317983705251
"(128, 64, 32)",3,224,0.0037,0.0007,10,15,0.3576278083889993,0.4674488630781048,0.34356953561001446,0.436903036819347
"(128, 64, 32)",3,224,0.0037,0.0008,6,13,0.3426865980710379,0.46225647043999624,0.3201983048361648,0.42649575905112436
"(128, 64, 32)",3,224,0.0037,0.0008,7,14,0.3605518688756169,0.4416875055140389,0.3343656058734996,0.4151872369023231
"(128, 64, 32)",3,224,0.0037,0.0008,8,15,0.3501128453300467,0.4649156122761747,0.33550624162774695,0.42932821362640383
"(128, 64, 32)",3,224,0.0037,0.0008,9,13,0.34881510843406827,0.4458593494526139,0.3413966939299862,0.4231102157768188
"(128, 64, 32)",3,224,0.0037,0.0008,10,18,0.34818093726069377,0.4709182085938625,0.3164216876014957,0.4200655559795142
"(128, 64, 32)",3,224,0.0037,0.0009,6,15,0.3513767483211085,0.4726584176896925,0.32625126105630736,0.43481820449560865
"(128, 64, 32)",3,224,0.0037,0.0009,7,14,0.3573188834941802,0.4436061697991476,0.33158449842940524,0.4150420280547457
"(128, 64, 32)",3,224,0.0037,0.0009,8,15,0.35308779286025227,0.4655938416164191,0.34208170427064327,0.4334530164776856
"(128, 64, 32)",3,224,0.0037,0.0009,9,13,0.3472114015748674,0.44384579094806603,0.3395202388374186,0.42076972347729635
"(128, 64, 32)",3,224,0.0037,0.0009,10,18,0.34732491477682415,0.4623099338536136,0.3205594908677342,0.41173653140344574
"(128, 64, 32)",3,224,0.0038,0.0001,6,15,0.34624706991697574,0.4716786144466395,0.32228387985118395,0.42770667424881514
"(128, 64, 32)",3,224,0.0038,0.0001,7,14,0.35655523788438037,0.44076315331871335,0.3307190903007038,0.4129707671590754
"(128, 64, 32)",3,224,0.0038,0.0001,8,13,0.34514064066795724,0.4393605749127703,0.33381358545707585,0.4164945488620149
"(128, 64, 32)",3,224,0.0038,0.0001,9,13,0.34725519673244093,0.44165704257987853,0.3376815061663155,0.4182290564087317
"(128, 64, 32)",3,224,0.0038,0.0001,10,15,0.355501502693774,0.46416640168590206,0.33365819284841347,0.4220443695224081
"(128, 64, 32)",3,224,0.0038,0.0002,6,13,0.34410903691719646,0.46826431675812874,0.32268775632866753,0.4298515839505302
"(128, 64, 32)",3,224,0.0038,0.0002,7,14,0.35007451805274903,0.43643683260942295,0.32759806213640014,0.41420751647380605
"(128, 64, 32)",3,224,0.0038,0.0002,8,13,0.34605879584426524,0.4399871884441921,0.3381893198505413,0.42027250295318325
"(128, 64, 32)",3,224,0.0038,0.0002,9,15,0.35468460028845006,0.46085414034402955,0.33735934349524627,0.42536473559639487
"(128, 64, 32)",3,224,0.0038,0.0002,10,15,0.36194259254843963,0.4734257876819506,0.33935221804695875,0.4295269056318828
"(128, 64, 32)",3,224,0.0038,0.0003,6,15,0.3460862241730961,0.4714099536388387,0.3174218590096474,0.4265906104892075
"(128, 64, 32)",3,224,0.0038,0.0003,7,18,0.33928857704801174,0.46638039012821353,0.30448383292740155,0.41186365532391694
"(128, 64, 32)",3,224,0.0038,0.0003,8,14,0.3629496729234349,0.4415835658664033,0.335980150285565,0.41301078717232637
"(128, 64, 32)",3,224,0.0038,0.0003,9,15,0.35848355508872204,0.46825353450897383,0.3426487072582905,0.43253388354984046
"(128, 64, 32)",3,224,0.0038,0.0003,10,15,0.3520996549486992,0.46574454204916627,0.33923170205333614,0.4306562557620611
"(128, 64, 32)",3,224,0.0038,0.0004,6,13,0.3432710852099648,0.4675372126122083,0.321363103881404,0.43019994252326627
"(128, 64, 32)",3,224,0.0038,0.0004,7,14,0.35392260629207706,0.4401952675009752,0.3325733453081744,0.41590573803744013
"(128, 64, 32)",3,224,0.0038,0.0004,8,15,0.3515836690827626,0.4644274060350488,0.330298592230074,0.4270298216806092
"(128, 64, 32)",3,224,0.0038,0.0004,9,15,0.3592219730181571,0.4740580778725568,0.34196008379805404,0.43298436558548503
"(128, 64, 32)",3,224,0.0038,0.0004,10,15,0.35632802377701306,0.466383025780915,0.3395567297810301,0.4296279963885319
"(128, 64, 32)",3,224,0.0038,0.0005,6,15,0.34685779048113824,0.46722828560995877,0.32193071087825564,0.4331794745276916
"(128, 64, 32)",3,224,0.0038,0.0005,7,14,0.35887723316414677,0.4427793355419076,0.3313669828865513,0.41360626249962
"(128, 64, 32)",3,224,0.0038,0.0005,8,13,0.34372598759591433,0.4427576577347163,0.3351175624329675,0.418687970480503
"(128, 64, 32)",3,224,0.0038,0.0005,9,13,0.34448533316283714,0.44406855466983536,0.3374357431206943,0.42054487692906517
"(128, 64, 32)",3,224,0.0038,0.0005,10,15,0.358533485519631,0.46897728846738773,0.33709089079340576,0.42886622643208916
"(128, 64, 32)",3,224,0.0038,0.0006,6,15,0.3401479423474132,0.4674158352459032,0.31778801031125314,0.425713180282746
"(128, 64, 32)",3,224,0.0038,0.0006,7,15,0.34843138417966923,0.4716062484471157,0.3217507585801,0.4244085237104448
"(128, 64, 32)",3,224,0.0038,0.0006,8,13,0.34252310673013037,0.4421940597042435,0.3335775417208503,0.4195170384053577
"(128, 64, 32)",3,224,0.0038,0.0006,9,13,0.3437585108213142,0.44567693013401594,0.3373531551364962,0.42312330972331347
"(128, 64, 32)",3,224,0.0038,0.0006,10,15,0.36033531840394184,0.4684684259095775,0.3370215528255643,0.42649534215191703
"(128, 64, 32)",3,224,0.0038,0.0007,6,13,0.3453482141792508,0.47001220501829993,0.32580783769739063,0.4344692148308591
"(128, 64, 32)",3,224,0.0038,0.0007,7,14,0.35870398787189417,0.439744010442364,0.33218510773037074,0.4134820580931265
"(128, 64, 32)",3,224,0.0038,0.0007,8,14,0.3626679372840607,0.4378956651360382,0.3457138332773539,0.41736518650453697
"(128, 64, 32)",3,224,0.0038,0.0007,9,13,0.3428580387009733,0.4442255182477765,0.33634955470122335,0.4226128597341268
"(128, 64, 32)",3,224,0.0038,0.0007,10,15,0.36001852618674196,0.47003349593390353,0.342442224606141,0.4303566187093609
"(128, 64, 32)",3,224,0.0038,0.0008,6,13,0.345350071214785,0.47173240246214115,0.32308563865522627,0.43528080522421464
"(128, 64, 32)",3,224,0.0038,0.0008,7,14,0.3537828352627856,0.4401219636700407,0.33155661692144645,0.41572787595615274
"(128, 64, 32)",3,224,0.0038,0.0008,8,13,0.3419065616625709,0.4391498870479468,0.33494376478217663,0.4184275319848224
"(128, 64, 32)",3,224,0.0038,0.0008,9,13,0.34532884839132644,0.44242948830692114,0.3382129197921037,0.42044582971856836
"(128, 64, 32)",3,224,0.0038,0.0008,10,15,0.3635640748755777,0.4702527889436625,0.3432058700236185,0.4333218152165922
"(128, 64, 32)",3,224,0.0038,0.0009,6,15,0.3449961002459189,0.4701614401446041,0.31380002868202267,0.42463519682262224
"(128, 64, 32)",3,224,0.0038,0.0009,7,14,0.35547710530653365,0.440413549935151,0.3382054123312478,0.41441041616375734
"(128, 64, 32)",3,224,0.0038,0.0009,8,13,0.34416113724615377,0.44027726798710953,0.3360127813019407,0.42065460263183485
"(128, 64, 32)",3,224,0.0038,0.0009,9,15,0.3567807391233937,0.4668966524525466,0.33734834145577247,0.42948206851415616
"(128, 64, 32)",3,224,0.0038,0.0009,10,15,0.35877636796117474,0.4656165526284868,0.339797149553975,0.4289252140534177
"(128, 64, 32)",3,224,0.0039,0.0001,6,13,0.3455928747356535,0.46997482423812714,0.32539718089039127,0.4335448802041121
"(128, 64, 32)",3,224,0.0039,0.0001,7,14,0.3537628537736803,0.43822958910666987,0.32908478141629927,0.4107133282703743
"(128, 64, 32)",3,224,0.0039,0.0001,8,14,0.35082969478186304,0.436749566602767,0.32830721116009537,0.40696335250345644
"(128, 64, 32)",3,224,0.0039,0.0001,9,15,0.3535212831151373,0.46620371411845396,0.33835372829314986,0.4292961863180613
"(128, 64, 32)",3,224,0.0039,0.0001,10,15,0.3519140035553757,0.45958587106200366,0.3404846724068773,0.4317210648952132
"(128, 64, 32)",3,224,0.0039,0.0002,6,13,0.34435676369658685,0.4689240259213216,0.3225734910777598,0.43004027175009857
"(128, 64, 32)",3,224,0.0039,0.0002,7,14,0.3590664537808851,0.44203386821387664,0.3287525110977927,0.40910350629506187
"(128, 64, 32)",3,224,0.0039,0.0002,8,13,0.339719031532989,0.4412045795970488,0.3283364526271386,0.4139278356462064
"(128, 64, 32)",3,224,0.0039,0.0002,9,13,0.3457312741609766,0.4423627222880721,0.3382855228453365,0.4187967375098506
"(128, 64, 32)",3,224,0.0039,0.0002,10,15,0.35873408616413344,0.46771580262770057,0.34527872381014063,0.43179549413258034
"(128, 64, 32)",3,224,0.0039,0.0003,6,13,0.34985214539739157,0.478533306738603,0.32749497983874165,0.43560616464460206
"(128, 64, 32)",3,224,0.0039,0.0003,7,13,0.34007838449958316,0.4558622155119677,0.31952700768376796,0.4173607994157839
"(128, 64, 32)",3,224,0.0039,0.0003,8,13,0.3390605088220174,0.4376581488505114,0.32881531524424495,0.41340913610703084
"(128, 64, 32)",3,224,0.0039,0.0003,9,15,0.36433020376771835,0.4810824610437844,0.3387709038841124,0.43071663507869745
"(128, 64, 32)",3,224,0.0039,0.0003,10,15,0.35676300095879215,0.4683315974210044,0.34839074106238294,0.4342125971027839
"(128, 64, 32)",3,224,0.0039,0.0004,6,16,0.3359723376407255,0.46184709418069475,0.31457315585640616,0.40941406422747284
"(128, 64, 32)",3,224,0.0039,0.0004,7,14,0.35150504661811993,0.43901469384167857,0.3222462502119036,0.4048515225692786
"(128, 64, 32)",3,224,0.0039,0.0004,8,13,0.34072115987499435,0.4407485729683975,0.32925745774685256,0.4147335629957187
"(128, 64, 32)",3,224,0.0039,0.0004,9,13,0.3423360502160244,0.44087577256570015,0.3378655738517565,0.41943314662264053
"(128, 64, 32)",3,224,0.0039,0.0004,10,15,0.3571304355048942,0.4664649467768396,0.3459762650718939,0.43517442144118473
"(128, 64, 32)",3,224,0.0039,0.0005,6,15,0.34570001269134326,0.4706277052378568,0.3281125974398178,0.434662484856933
"(128, 64, 32)",3,224,0.0039,0.0005,7,14,0.35557123736111984,0.44337514160111935,0.3280300940653619,0.40446798084396496
"(128, 64, 32)",3,224,0.0039,0.0005,8,13,0.3378474358514582,0.43810534809407053,0.33011727168372135,0.4140359950836823
"(128, 64, 32)",3,224,0.0039,0.0005,9,13,0.3435222720526961,0.44186682876134603,0.3376208033608594,0.4200887313408196
"(128, 64, 32)",3,224,0.0039,0.0005,10,15,0.35368082332228984,0.464247192676271,0.34367312214834356,0.43038003660080576
"(128, 64, 32)",3,224,0.0039,0.0006,6,16,0.33510427960083544,0.4565434985571154,0.3155335215992152,0.41484342976911287
"(128, 64, 32)",3,224,0.0039,0.0006,7,13,0.3408101063800857,0.45263615728502027,0.3263086437612795,0.4200573036660003
"(128, 64, 32)",3,224,0.0039,0.0006,8,13,0.3432091761277712,0.43819855267578495,0.334500613600381,0.41574529054758624
"(128, 64, 32)",3,224,0.0039,0.0006,9,13,0.34612649682336116,0.44223673646821715,0.33874784141815134,0.4215123108358184
"(128, 64, 32)",3,224,0.0039,0.0006,10,15,0.35669648835006157,0.4691573392378523,0.3399119146302294,0.4247247487091958
"(128, 64, 32)",3,224,0.0039,0.0007,6,13,0.34379354062886824,0.4645585059686292,0.3235482125964735,0.4292414189942767
"(128, 64, 32)",3,224,0.0039,0.0007,7,14,0.34997847598741394,0.4403126915160978,0.3230815476039831,0.4079109024241834
"(128, 64, 32)",3,224,0.0039,0.0007,8,14,0.35875861034338974,0.4384932727758491,0.33309558913817655,0.4106911993824045
"(128, 64, 32)",3,224,0.0039,0.0007,9,13,0.3446975194030127,0.4403057498586905,0.34054919310542087,0.4177383956721846
"(128, 64, 32)",3,224,0.0039,0.0007,10,15,0.363859024337088,0.47135639473834223,0.34685014515104534,0.43694488089565364
"(128, 64, 32)",3,224,0.0039,0.0008,6,13,0.34756314776731645,0.4743714332159923,0.3239535715192543,0.4353512472740388
"(128, 64, 32)",3,224,0.0039,0.0008,7,14,0.3526390407175086,0.4414546655425167,0.3321451387259925,0.4137748768166658
"(128, 64, 32)",3,224,0.0039,0.0008,8,15,0.35566339272459097,0.4666109194097106,0.3332437289151436,0.42565214135058094
"(128, 64, 32)",3,224,0.0039,0.0008,9,13,0.34632017148115307,0.4422092473489034,0.3410410663432294,0.4217812053592483
"(128, 64, 32)",3,224,0.0039,0.0008,10,15,0.3642281078554028,0.4718496296278598,0.34434771416270243,0.4339062571565128
"(128, 64, 32)",3,224,0.0039,0.0009,6,15,0.3409658907612472,0.4709685368390684,0.3274334366643774,0.4372886930583588
"(128, 64, 32)",3,224,0.0039,0.0009,7,14,0.3467705415859061,0.43998646984088163,0.32487077034394163,0.40327946445567764
"(128, 64, 32)",3,224,0.0039,0.0009,8,13,0.3408882954798409,0.4423432757470799,0.3290619736133135,0.4148085952959868
"(128, 64, 32)",3,224,0.0039,0.0009,9,13,0.34623144299077135,0.442399243044121,0.33874189066125643,0.4203494045656494
"(128, 64, 32)",3,224,0.0039,0.0009,10,15,0.3618079715147251,0.4682388017321738,0.34575707474983264,0.43177372925545543
"(128, 64, 32)",3,224,0.004,0.0001,6,15,0.33424102600688743,0.4635484497392198,0.3072989244281382,0.41979267697098405
"(128, 64, 32)",3,224,0.004,0.0001,7,15,0.3565691255891251,0.4702851866495263,0.32931220165698105,0.4299630899189198
"(128, 64, 32)",3,224,0.004,0.0001,8,13,0.34087959741073737,0.43725383805546675,0.33130732497353743,0.41268246187828506
"(128, 64, 32)",3,224,0.004,0.0001,9,13,0.3398251434829178,0.44308082616820005,0.330679051580904,0.42082122691342433
"(128, 64, 32)",3,224,0.004,0.0001,10,15,0.3585250555993364,0.4687637034447636,0.3377844170186433,0.4295521876518495
"(128, 64, 32)",3,224,0.004,0.0002,6,13,0.3479290262250161,0.47352442541565454,0.3220281143059152,0.43225050668855136
"(128, 64, 32)",3,224,0.004,0.0002,7,14,0.35241009367047516,0.4390320844213195,0.3213424126953065,0.4087392483929291
"(128, 64, 32)",3,224,0.004,0.0002,8,14,0.3570869510197348,0.44115421160371365,0.33581434492002066,0.4138016520058055
"(128, 64, 32)",3,224,0.004,0.0002,9,13,0.34107535382816906,0.44463606070111694,0.33328611291283505,0.42074422361312014
"(128, 64, 32)",3,224,0.004,0.0002,10,15,0.358736610407562,0.4687507737731237,0.34070095856288674,0.428585276598738
"(128, 64, 32)",3,224,0.004,0.0003,6,13,0.343555664260773,0.46765075978985404,0.31924731481314195,0.4280283453270573
"(128, 64, 32)",3,224,0.004,0.0003,7,14,0.3494499758926286,0.4429687469560835,0.33076432897533226,0.4144162376879569
"(128, 64, 32)",3,224,0.004,0.0003,8,13,0.3404384303026995,0.4458055979367133,0.3257073775797628,0.41196305855142695
"(128, 64, 32)",3,224,0.004,0.0003,9,13,0.34170858642853186,0.44590552847660375,0.33258079360570686,0.42082768901158907
"(128, 64, 32)",3,224,0.004,0.0003,10,15,0.3595059352647013,0.46910288295153807,0.33238574051952424,0.41969843067792056
"(128, 64, 32)",3,224,0.004,0.0004,6,16,0.33972279726605165,0.46522076924629774,0.31710856861582515,0.41116056284135905
"(128, 64, 32)",3,224,0.004,0.0004,7,14,0.3447590338991297,0.4342718734415784,0.32264774001716706,0.4029710749163433
"(128, 64, 32)",3,224,0.004,0.0004,8,13,0.33882582069524936,0.44185838915682496,0.3271204705047212,0.4129472789178613
"(128, 64, 32)",3,224,0.004,0.0004,9,15,0.3447878811180713,0.4627361281673338,0.3290471762040061,0.424635258761431
"(128, 64, 32)",3,224,0.004,0.0004,10,15,0.35827685621334343,0.46506047358555674,0.34041464395187415,0.4282785827954221
"(128, 64, 32)",3,224,0.004,0.0005,6,15,0.34052872606346735,0.4680167019655395,0.31864752875309627,0.43072309262400044
"(128, 64, 32)",3,224,0.004,0.0005,7,14,0.349081731216102,0.4401816508972926,0.32147253565351425,0.4040181389865178
"(128, 64, 32)",3,224,0.004,0.0005,8,13,0.3425637221523441,0.4413309602480043,0.3313305068688579,0.4130314614127029
"(128, 64, 32)",3,224,0.004,0.0005,9,15,0.35399063466892194,0.46483859949013895,0.3363747671824351,0.4282465142122923
"(128, 64, 32)",3,224,0.004,0.0005,10,15,0.35712698148537453,0.4637519791834684,0.3317751526015375,0.41990753807873477
"(128, 64, 32)",3,224,0.004,0.0006,6,13,0.3448579622224518,0.4724057064657726,0.31907475615714714,0.4309966091424463
"(128, 64, 32)",3,224,0.004,0.0006,7,14,0.3545352758684911,0.4380258276466415,0.3263805709989686,0.4063914300211528
"(128, 64, 32)",3,224,0.004,0.0006,8,13,0.34032171089181285,0.4407460085886457,0.3290732237045291,0.41256129636520755
"(128, 64, 32)",3,224,0.004,0.0006,9,15,0.35448993455371136,0.466503825932137,0.3334074137339921,0.4231910572008616
"(128, 64, 32)",3,224,0.004,0.0006,10,15,0.35892657677887047,0.46868450902548164,0.3432480066097925,0.4299123478338003
"(128, 64, 32)",3,224,0.004,0.0007,6,13,0.34849732169463143,0.4755394462956803,0.324249524939723,0.43663885306179134
"(128, 64, 32)",3,224,0.004,0.0007,7,14,0.35209258979440317,0.4419180606754022,0.32445383662769484,0.40484991651114927
"(128, 64, 32)",3,224,0.004,0.0007,8,14,0.35646941785713027,0.43450131401245823,0.33801980005132476,0.41373357604109945
"(128, 64, 32)",3,224,0.004,0.0007,9,15,0.3443606482565726,0.459641274514661,0.32921369312913223,0.4232673025546031
"(128, 64, 32)",3,224,0.004,0.0007,10,18,0.34240495171375196,0.45921283572719923,0.32685226922047445,0.42102962091662993
"(128, 64, 32)",3,224,0.004,0.0008,6,16,0.33935396631193543,0.45684285307051126,0.3109027329121673,0.4034908990341332
"(128, 64, 32)",3,224,0.004,0.0008,7,13,0.33986388941733225,0.4509706463772735,0.3237148709805813,0.4179600128872235
"(128, 64, 32)",3,224,0.004,0.0008,8,14,0.35707991979375997,0.4388751476289945,0.33176029690679004,0.41107934826283826
"(128, 64, 32)",3,224,0.004,0.0008,9,15,0.35145836083389703,0.46639887267479907,0.33925192403868853,0.4340583182941211
"(128, 64, 32)",3,224,0.004,0.0008,10,15,0.36123197904611043,0.47102533100464217,0.33928004117006677,0.4248107687375685
"(128, 64, 32)",3,224,0.004,0.0009,6,13,0.34547155210808783,0.466012091049102,0.3215154960686101,0.42754446773116567
"(128, 64, 32)",3,224,0.004,0.0009,7,14,0.3601331230221915,0.4394599448568089,0.3332540939711213,0.4074274223058881
"(128, 64, 32)",3,224,0.004,0.0009,8,13,0.33878378922503755,0.43985841175761686,0.3303933479928592,0.41441165883287584
"(128, 64, 32)",3,224,0.004,0.0009,9,13,0.34164461414590674,0.4414905061441144,0.331837815564249,0.41711751170680533
"(128, 64, 32)",3,224,0.004,0.0009,10,18,0.3437888496072349,0.4523826840970797,0.332398043857579,0.42463833809634155
"(128, 64, 32)",3,224,0.0041,0.0001,6,15,0.33704366845425865,0.4587117933042392,0.30939050468041795,0.41580122386839385
"(128, 64, 32)",3,224,0.0041,0.0001,7,15,0.34697710395963605,0.4710853813895478,0.32047962189055806,0.4270011454322384
"(128, 64, 32)",3,224,0.0041,0.0001,8,14,0.3598137316110386,0.4409580732279287,0.3440520693739851,0.421136406985001
"(128, 64, 32)",3,224,0.0041,0.0001,9,15,0.3515054707353861,0.4714749578683766,0.33511867221316344,0.4293903737275751
"(128, 64, 32)",3,224,0.0041,0.0001,10,15,0.35970176839387563,0.4717016088247006,0.3396516743358145,0.4328513763216583
"(128, 64, 32)",3,224,0.0041,0.0002,6,13,0.3476872822049206,0.47317553637206927,0.3195213656995259,0.4315102396776539
"(128, 64, 32)",3,224,0.0041,0.0002,7,13,0.33852192788713703,0.45039968956045223,0.32231201287091604,0.41721427143385376
"(128, 64, 32)",3,224,0.0041,0.0002,8,14,0.35601000830016916,0.4388846281772469,0.33528884552037597,0.4125582525456057
"(128, 64, 32)",3,224,0.0041,0.0002,9,15,0.3593316546594383,0.48274304920662064,0.33303775808256,0.43167086893697665
"(128, 64, 32)",3,224,0.0041,0.0002,10,18,0.3558795464685635,0.46359777186214146,0.331525778762629,0.423115819086175
"(128, 64, 32)",3,224,0.0041,0.0003,6,15,0.3376565346290556,0.46127405835155155,0.31876739600761606,0.42331947817223675
"(128, 64, 32)",3,224,0.0041,0.0003,7,14,0.3583423428533688,0.4418608916214278,0.3313169115786846,0.41215500103180547
"(128, 64, 32)",3,224,0.0041,0.0003,8,13,0.3412166032302715,0.4416839405250027,0.3276222130665155,0.41385756846363175
"(128, 64, 32)",3,224,0.0041,0.0003,9,15,0.35828161560401334,0.47609472437383077,0.3330821383409084,0.43187005335535394
"(128, 64, 32)",3,224,0.0041,0.0003,10,15,0.3556134216777753,0.46421890770744123,0.3395005096700717,0.4252859836424556
"(128, 64, 32)",3,224,0.0041,0.0004,6,13,0.34492090783496293,0.46806172813870217,0.3189320819924158,0.43069163328674737
"(128, 64, 32)",3,224,0.0041,0.0004,7,14,0.34979726343470285,0.4347622020922114,0.3252618215051915,0.4091396658928541
"(128, 64, 32)",3,224,0.0041,0.0004,8,13,0.34068779172546715,0.4426669039110304,0.3284698945554022,0.4137825011744299
"(128, 64, 32)",3,224,0.0041,0.0004,9,15,0.35381975048977976,0.4707259191515134,0.33048227265737223,0.42620824015392916
"(128, 64, 32)",3,224,0.0041,0.0004,10,15,0.3631371884487794,0.4711473747883956,0.34037490858033614,0.4252306376939304
"(128, 64, 32)",3,224,0.0041,0.0005,6,13,0.34721561055081895,0.4695086142029105,0.3189473387984551,0.42494065333964703
"(128, 64, 32)",3,224,0.0041,0.0005,7,14,0.3536173052761501,0.44286092839094227,0.32764499749225595,0.40947701272435455
"(128, 64, 32)",3,224,0.0041,0.0005,8,13,0.34049439889427463,0.4437456274879383,0.32762388443617974,0.4156228085857049
"(128, 64, 32)",3,224,0.0041,0.0005,9,13,0.3443691038419784,0.4424577216660213,0.33419418383486393,0.41864871341223525
"(128, 64, 32)",3,224,0.0041,0.0005,10,15,0.3645342142359386,0.4721355205309152,0.3424982858674297,0.43106783637037765
"(128, 64, 32)",3,224,0.0041,0.0006,6,13,0.3493944260453121,0.47340058495150683,0.3244196906285191,0.4312723315631366
"(128, 64, 32)",3,224,0.0041,0.0006,7,13,0.34253777820823367,0.4579017500127028,0.3194393313544592,0.41979523136712227
"(128, 64, 32)",3,224,0.0041,0.0006,8,13,0.3406059066490253,0.43996320832798225,0.3316080603041625,0.41627693903232815
"(128, 64, 32)",3,224,0.0041,0.0006,9,13,0.3383625016850302,0.4456478842711608,0.32825438417042696,0.4179105857858268
"(128, 64, 32)",3,224,0.0041,0.0006,10,15,0.3597897580013463,0.4663779136387823,0.3453917436330111,0.43645168983553684
"(128, 64, 32)",3,224,0.0041,0.0007,6,18,0.3303352377152877,0.4554575422929581,0.31798138257868136,0.41348715535295505
"(128, 64, 32)",3,224,0.0041,0.0007,7,13,0.339003170528091,0.4572118330356208,0.31917124397329794,0.4192260257696923
"(128, 64, 32)",3,224,0.0041,0.0007,8,14,0.36009568880444126,0.4377373743893598,0.3404758539344807,0.41152896713347537
"(128, 64, 32)",3,224,0.0041,0.0007,9,13,0.34240293965997226,0.44205088234274426,0.3338264676839233,0.41977900256666795
"(128, 64, 32)",3,224,0.0041,0.0007,10,15,0.3647411252066282,0.4717608236559679,0.3444470323644874,0.43358875540900893
"(128, 64, 32)",3,224,0.0041,0.0008,6,13,0.3491569193982432,0.4720924305239287,0.32288636351761,0.42885988037546957
"(128, 64, 32)",3,224,0.0041,0.0008,7,15,0.3477246733403627,0.4718424460632868,0.31521842112945575,0.4223888168463032
"(128, 64, 32)",3,224,0.0041,0.0008,8,14,0.3585021154090951,0.43822425702328066,0.33483488635506053,0.4149701602024858
"(128, 64, 32)",3,224,0.0041,0.0008,9,15,0.3534492443945796,0.4715404847079809,0.3347615640743768,0.42568578156259296
"(128, 64, 32)",3,224,0.0041,0.0008,10,15,0.3606661123733598,0.46788846362301134,0.3380162488981092,0.42780745720124125
"(128, 64, 32)",3,224,0.0041,0.0009,6,15,0.347132520981792,0.46536785491165,0.3158080373635469,0.4214626572822452
"(128, 64, 32)",3,224,0.0041,0.0009,7,13,0.3414241550746635,0.4599471631645336,0.32192943245527883,0.41861207776940396
"(128, 64, 32)",3,224,0.0041,0.0009,8,15,0.3577596565018534,0.4701008357938762,0.33415727640947257,0.4259290272667068
"(128, 64, 32)",3,224,0.0041,0.0009,9,13,0.343350257236217,0.44257441196203384,0.33247652723282944,0.4161297318724528
"(128, 64, 32)",3,224,0.0041,0.0009,10,15,0.3594339318758702,0.46817789512751495,0.34609133458462416,0.43457885096478255
"(128, 64, 32)",3,224,0.0042,0.0001,6,18,0.33834111952559587,0.4726255941148994,0.31013250005173093,0.41831633358116516
"(128, 64, 32)",3,224,0.0042,0.0001,7,14,0.3598391295614066,0.4421698387487376,0.33262760327652685,0.4142158014690087
"(128, 64, 32)",3,224,0.0042,0.0001,8,13,0.34316170406456836,0.4418725797554122,0.33351771992423646,0.4185379881733241
"(128, 64, 32)",3,224,0.0042,0.0001,9,15,0.35948860491621787,0.4789608591793696,0.3357098306863527,0.4358174881176363
"(128, 64, 32)",3,224,0.0042,0.0001,10,15,0.3507342629852331,0.46367414760737663,0.33932568032001315,0.42733314401227884
"(128, 64, 32)",3,224,0.0042,0.0002,6,15,0.3406801195940807,0.4657241939355087,0.32397903208905016,0.43270099578818166
"(128, 64, 32)",3,224,0.0042,0.0002,7,14,0.3630130063551538,0.44207491320143755,0.3444167614340481,0.41612747872800787
"(128, 64, 32)",3,224,0.0042,0.0002,8,13,0.34021016701705264,0.4374972459181521,0.3322633498349334,0.41546428046170214
"(128, 64, 32)",3,224,0.0042,0.0002,9,13,0.3399580304233364,0.44276512690361153,0.3283706290503234,0.41817475859881575
