hidden_layers,n_layers,total_units,learning_rate,alpha,batch_size,n_iterations,val_mae,val_rmse,test_mae,test_rmse
"(64, 32)",2,96,0.004,0.0004,7,12,0.3725770207301929,0.48033122894934543,0.365991672625973,0.4446614993761264
"(64, 32)",2,96,0.004,0.0004,8,15,0.3531967976764631,0.46632884545089714,0.3327546183254803,0.4126524622457844
"(64, 32)",2,96,0.004,0.0004,9,15,0.35443925873334103,0.4627678068191141,0.33623563780484694,0.4220670644063022
"(64, 32)",2,96,0.004,0.0004,10,15,0.3620656467061971,0.4658988163445891,0.3480041029468808,0.4258016256421287
"(64, 32)",2,96,0.004,0.0005,6,13,0.3778556022761421,0.46942125678393926,0.3716751887921319,0.4446100787086636
"(64, 32)",2,96,0.004,0.0005,7,13,0.3791079148077673,0.4634319427077126,0.3688359025464709,0.43718551174176823
"(64, 32)",2,96,0.004,0.0005,8,15,0.35239221291709877,0.462864383161539,0.32636950024938455,0.41007671462538114
"(64, 32)",2,96,0.004,0.0005,9,15,0.35587635207239887,0.46034953284007163,0.3397142206259137,0.4249298516026275
"(64, 32)",2,96,0.004,0.0005,10,15,0.36340160719455034,0.4675240096143527,0.34771998506216456,0.42560810131047505
"(64, 32)",2,96,0.004,0.0006,6,15,0.3383510844996141,0.4646445184314646,0.33550089113815945,0.42243679167306036
"(64, 32)",2,96,0.004,0.0006,7,12,0.3732991589699877,0.47943482399217957,0.36167952036843115,0.438585291611581
"(64, 32)",2,96,0.004,0.0006,8,13,0.3766292298268555,0.4636857571696567,0.3562789142964394,0.426549705996556
"(64, 32)",2,96,0.004,0.0006,9,15,0.35589140982090656,0.46338154693170946,0.3422324733200744,0.4255882075356015
"(64, 32)",2,96,0.004,0.0006,10,15,0.3646508667135261,0.4705838836439599,0.3517449252454472,0.42975370291812776
"(64, 32)",2,96,0.004,0.0007,6,15,0.3364202977537755,0.46124635031311373,0.32342545185212984,0.41445604739316283
"(64, 32)",2,96,0.004,0.0007,7,13,0.3821020278529392,0.4635446718656355,0.3677191515563221,0.435565197989679
"(64, 32)",2,96,0.004,0.0007,8,15,0.3593792354304794,0.4642867604914414,0.3299959795933562,0.41185333836901594
"(64, 32)",2,96,0.004,0.0007,9,15,0.3536002651463019,0.462383134032675,0.3334401925730891,0.4193893122774146
"(64, 32)",2,96,0.004,0.0007,10,15,0.3647036648104726,0.4666514912832543,0.34800531014152025,0.4257099530745726
"(64, 32)",2,96,0.004,0.0008,6,15,0.3403903084112103,0.46168697688654325,0.3332594995335303,0.42224394641830515
"(64, 32)",2,96,0.004,0.0008,7,13,0.3830984040599943,0.46396149391652647,0.3683223356729791,0.4361278222765813
"(64, 32)",2,96,0.004,0.0008,8,15,0.35505152049008115,0.4654643751689565,0.33113750749307475,0.4153007287022679
"(64, 32)",2,96,0.004,0.0008,9,15,0.3574681162487505,0.46035959662787174,0.34014412654316495,0.4251312391536458
"(64, 32)",2,96,0.004,0.0008,10,15,0.35942340018076907,0.4651149410190259,0.3448452709700269,0.42356417242374034
"(64, 32)",2,96,0.004,0.0009,6,13,0.3774369537069192,0.4675270537324373,0.366391773783919,0.4389556159554218
"(64, 32)",2,96,0.004,0.0009,7,13,0.3836586237643374,0.46389361999030126,0.36824704982305406,0.435348562443187
"(64, 32)",2,96,0.004,0.0009,8,15,0.3544064872709974,0.4663689548281484,0.3295891125020965,0.4125014185244519
"(64, 32)",2,96,0.004,0.0009,9,15,0.3538122143593057,0.4585193318627174,0.33961308612752955,0.4259463437842304
"(64, 32)",2,96,0.004,0.0009,10,15,0.3621189099985408,0.46729148505242635,0.3517620163741867,0.42619765303290524
"(64, 32)",2,96,0.0041,0.0001,6,15,0.3424152496655755,0.46514947020024155,0.32831713600725787,0.42068632136173295
"(64, 32)",2,96,0.0041,0.0001,7,13,0.38280809659940085,0.4648716890174183,0.36597210522577783,0.4328608344377987
"(64, 32)",2,96,0.0041,0.0001,8,13,0.3752192365243792,0.46280161616247373,0.35882991569063416,0.4283806039870392
"(64, 32)",2,96,0.0041,0.0001,9,15,0.35583473873870824,0.46071072222781256,0.34384121144965346,0.42708496639541627
"(64, 32)",2,96,0.0041,0.0001,10,15,0.365392185367776,0.46809619888448945,0.3509712017879998,0.4287058245146341
"(64, 32)",2,96,0.0041,0.0002,6,13,0.3789746227497764,0.46900412845704886,0.3661949266046795,0.4363472264434766
"(64, 32)",2,96,0.0041,0.0002,7,12,0.3716434824105953,0.479301668016536,0.36305468804074337,0.44262366655857466
"(64, 32)",2,96,0.0041,0.0002,8,15,0.35381029398042646,0.47282505927578217,0.3304023122980721,0.4183943954757172
"(64, 32)",2,96,0.0041,0.0002,9,15,0.35313791370524283,0.45907282121766924,0.3385255140763066,0.42508999246446666
"(64, 32)",2,96,0.0041,0.0002,10,15,0.3648584997702271,0.4660097898095573,0.34535811825956697,0.4237174210849393
"(64, 32)",2,96,0.0041,0.0003,6,13,0.37571596261931667,0.4673366137391384,0.3675016835266086,0.4399253495287975
"(64, 32)",2,96,0.0041,0.0003,7,13,0.38668738338888675,0.4654455077277603,0.37526447301153537,0.4415103875143396
"(64, 32)",2,96,0.0041,0.0003,8,13,0.3775411015433569,0.46027218125069386,0.3592349711048222,0.42838866516632745
"(64, 32)",2,96,0.0041,0.0003,9,15,0.3568412892327254,0.46541856620742217,0.34028564699199176,0.4254997369129996
"(64, 32)",2,96,0.0041,0.0003,10,15,0.361655543684745,0.4625074562750651,0.34927547506730466,0.4255344469590215
"(64, 32)",2,96,0.0041,0.0004,6,13,0.3761559203364871,0.46834140368188854,0.36541174542736976,0.4378332943825496
"(64, 32)",2,96,0.0041,0.0004,7,13,0.3865341516638925,0.4654008027452118,0.37562493825841414,0.4417902219936486
"(64, 32)",2,96,0.0041,0.0004,8,15,0.3609654400249991,0.4714472053312858,0.33309882681459574,0.41350318293182586
"(64, 32)",2,96,0.0041,0.0004,9,15,0.35353439890984495,0.45907069070888895,0.3401043061480721,0.42289565078426156
"(64, 32)",2,96,0.0041,0.0004,10,15,0.3633775238542374,0.468428056573174,0.35003427383389,0.42765706578762075
"(64, 32)",2,96,0.0041,0.0005,6,15,0.34616968799652903,0.46699550445633464,0.3269462626385259,0.41662236503545885
"(64, 32)",2,96,0.0041,0.0005,7,13,0.38597786974811915,0.46352593076174603,0.37721793932991926,0.4431141371602817
"(64, 32)",2,96,0.0041,0.0005,8,13,0.3823125087424843,0.46271192012088685,0.3634567558995156,0.4314819261263996
"(64, 32)",2,96,0.0041,0.0005,9,15,0.35259805444105247,0.4608749599663357,0.33913422082467065,0.42465760871991165
"(64, 32)",2,96,0.0041,0.0005,10,15,0.3657400134143616,0.4685819344923184,0.3529376772725997,0.43028340753063055
"(64, 32)",2,96,0.0041,0.0006,6,15,0.34056719729411916,0.46376176845674527,0.32246124896640554,0.4117583155940329
"(64, 32)",2,96,0.0041,0.0006,7,13,0.3845197558383625,0.46511913062040106,0.37279569084591346,0.4400620632099992
"(64, 32)",2,96,0.0041,0.0006,8,13,0.37907760347445835,0.46252086814768045,0.36504016506855036,0.4339209645481066
"(64, 32)",2,96,0.0041,0.0006,9,15,0.3504025877044239,0.4565193427955703,0.3348951555450686,0.4210928766125177
"(64, 32)",2,96,0.0041,0.0006,10,15,0.36101854881729356,0.4657326893857439,0.3480278315182281,0.4277501066018461
"(64, 32)",2,96,0.0041,0.0007,6,15,0.3362905839821403,0.4631488060792945,0.32877464484575586,0.4157484469974046
"(64, 32)",2,96,0.0041,0.0007,7,13,0.38518263803541,0.46559014345081595,0.37292704307369684,0.44103191548083487
"(64, 32)",2,96,0.0041,0.0007,8,13,0.37966619110081723,0.4616808838343688,0.3587478151920961,0.4268960195800335
"(64, 32)",2,96,0.0041,0.0007,9,15,0.3555960848045665,0.4642378380646385,0.3412287594296829,0.42690779026453685
"(64, 32)",2,96,0.0041,0.0007,10,15,0.367742016229583,0.4665712025479202,0.34635586477378044,0.42367845328140324
"(64, 32)",2,96,0.0041,0.0008,6,15,0.3431162446571148,0.45920466332672916,0.3270640727366922,0.4125689336015628
"(64, 32)",2,96,0.0041,0.0008,7,12,0.3704756531485371,0.47914514331981545,0.3612584386776636,0.4406715135667608
"(64, 32)",2,96,0.0041,0.0008,8,13,0.37914752320433853,0.4625917907460742,0.3601680324861785,0.42915414334971486
"(64, 32)",2,96,0.0041,0.0008,9,15,0.3475590466174402,0.45704197153820786,0.33268129926502144,0.4217268976530783
"(64, 32)",2,96,0.0041,0.0008,10,15,0.3668226380169949,0.46753015970485257,0.34858458084675986,0.42844387144930474
"(64, 32)",2,96,0.0041,0.0009,6,13,0.37601386368754847,0.46791196036479465,0.36755771993357145,0.43863685948165176
"(64, 32)",2,96,0.0041,0.0009,7,13,0.38414242520909186,0.4666095933997934,0.3723347201542419,0.44066341343280563
"(64, 32)",2,96,0.0041,0.0009,8,13,0.3772671724127927,0.4612336217784099,0.3609227728745509,0.4296962468934343
"(64, 32)",2,96,0.0041,0.0009,9,15,0.35637996467328253,0.45990912869132655,0.33839963502369785,0.42518444488788976
"(64, 32)",2,96,0.0041,0.0009,10,15,0.369506997211937,0.46776863653003575,0.3501184583585846,0.4292842607911022
"(64, 32)",2,96,0.0042,0.0001,6,13,0.3793753986929954,0.46850123697648227,0.3668882427362631,0.4382629823861183
"(64, 32)",2,96,0.0042,0.0001,7,13,0.3861507688533818,0.4643839789715367,0.36706971126540017,0.4327012399359278
"(64, 32)",2,96,0.0042,0.0001,8,13,0.3779862394639224,0.46147046276072734,0.36249582271051883,0.4295390721776826
"(64, 32)",2,96,0.0042,0.0001,9,13,0.38603207958119745,0.45885054335844133,0.37231240222661605,0.4349846465376424
"(64, 32)",2,96,0.0042,0.0001,10,12,0.38722759365871806,0.4831487120150535,0.3721734043679649,0.4468706717821817
"(64, 32)",2,96,0.0042,0.0002,6,13,0.37854366110274507,0.46985982070903004,0.3688510195158226,0.44045211795606104
"(64, 32)",2,96,0.0042,0.0002,7,15,0.35016830830825824,0.47492064671205503,0.32679526336659015,0.4162926183471631
"(64, 32)",2,96,0.0042,0.0002,8,13,0.37678798811371983,0.460770473896849,0.3642692959444808,0.43372491817333275
"(64, 32)",2,96,0.0042,0.0002,9,15,0.35236256976666613,0.4587923637484321,0.3250129269416645,0.4162377220268555
"(64, 32)",2,96,0.0042,0.0002,10,12,0.3893010143027489,0.48146786460383645,0.3761902817434453,0.4480587109208212
"(64, 32)",2,96,0.0042,0.0003,6,13,0.3816123491311015,0.47089581976128286,0.3723702669677686,0.4441868250881475
"(64, 32)",2,96,0.0042,0.0003,7,13,0.3877718011075121,0.46868324421239127,0.3628703844095646,0.42882720931675644
"(64, 32)",2,96,0.0042,0.0003,8,13,0.37739320911374163,0.46053484716246423,0.3607954546945649,0.42915508028167976
"(64, 32)",2,96,0.0042,0.0003,9,15,0.35497652165833427,0.4619363712284323,0.3327711048526495,0.4201704600021543
"(64, 32)",2,96,0.0042,0.0003,10,12,0.38866081075386677,0.48130940030323355,0.375295839808851,0.44751954379839254
"(64, 32)",2,96,0.0042,0.0004,6,15,0.3458039244130227,0.4660388499714476,0.3358430048145646,0.4287853274161733
"(64, 32)",2,96,0.0042,0.0004,7,13,0.3884968557970004,0.4680905887613942,0.3699227533817277,0.43677368080781004
"(64, 32)",2,96,0.0042,0.0004,8,13,0.3767679697571278,0.46030891836905213,0.3667636866762047,0.4350712262654323
"(64, 32)",2,96,0.0042,0.0004,9,15,0.34986850025453764,0.4572002835792777,0.32993139233265506,0.4169549391173673
"(64, 32)",2,96,0.0042,0.0004,10,15,0.3694883888988345,0.47227132056163074,0.34598221697891035,0.42460773495716125
"(64, 32)",2,96,0.0042,0.0005,6,15,0.3435863245389948,0.46256547917562785,0.32691346991478504,0.41393769645722117
"(64, 32)",2,96,0.0042,0.0005,7,15,0.3530617463195076,0.47464746311332656,0.332554860395933,0.4222062399872748
"(64, 32)",2,96,0.0042,0.0005,8,13,0.37695253602721646,0.4597901949246904,0.3660616769606095,0.4349302083460663
"(64, 32)",2,96,0.0042,0.0005,9,15,0.3568091533361114,0.4619211594665373,0.33324136786776914,0.4198486548352672
"(64, 32)",2,96,0.0042,0.0005,10,15,0.37463072818980225,0.47275964788932096,0.3513285641671259,0.4242557749052543
"(64, 32)",2,96,0.0042,0.0006,6,13,0.3785529237715271,0.47236767548547,0.3661618049306873,0.4394940564231038
"(64, 32)",2,96,0.0042,0.0006,7,13,0.3894111898444194,0.4684867310170726,0.36964907814531767,0.4376955036119461
"(64, 32)",2,96,0.0042,0.0006,8,13,0.3772787911828335,0.4618242339851034,0.36172096785505314,0.43083008328460765
"(64, 32)",2,96,0.0042,0.0006,9,15,0.3521916354084907,0.4608397852986269,0.32826984193627473,0.41497951872301486
"(64, 32)",2,96,0.0042,0.0006,10,15,0.3666285386062154,0.4704676264630525,0.34635027324145723,0.425770039588954
"(64, 32)",2,96,0.0042,0.0007,6,13,0.37940659162096885,0.4688970498670028,0.37076289223870273,0.44240207001442977
"(64, 32)",2,96,0.0042,0.0007,7,12,0.3757326373003198,0.48184058899837606,0.36069561983885257,0.43958995705219983
"(64, 32)",2,96,0.0042,0.0007,8,13,0.3754103218671254,0.4613487887493888,0.36364970305714384,0.4336124905421991
"(64, 32)",2,96,0.0042,0.0007,9,15,0.35304455357983483,0.4607487059015923,0.3329823608574541,0.4179793600478731
"(64, 32)",2,96,0.0042,0.0007,10,15,0.3687798807320056,0.4713326209560323,0.34622488788614636,0.423550275283408
"(64, 32)",2,96,0.0042,0.0008,6,15,0.3495644434289424,0.462371794559126,0.3225831514734217,0.40715168390836637
"(64, 32)",2,96,0.0042,0.0008,7,15,0.35294493299864566,0.4717759779169963,0.32737992843969493,0.41710381677143415
"(64, 32)",2,96,0.0042,0.0008,8,13,0.37906434691206253,0.46232239693300964,0.36284828409702025,0.4301511256015973
"(64, 32)",2,96,0.0042,0.0008,9,15,0.34813293143573826,0.4591530888207336,0.329859450371912,0.4191212435068899
"(64, 32)",2,96,0.0042,0.0008,10,15,0.3700613850677176,0.46929026800249546,0.34755241991070523,0.4230382603745247
"(64, 32)",2,96,0.0042,0.0009,6,15,0.34263164326256434,0.46508290072240444,0.321946064761181,0.41364169295642367
"(64, 32)",2,96,0.0042,0.0009,7,12,0.3745083075432042,0.48056937830144736,0.36012266630080303,0.4381203129167887
"(64, 32)",2,96,0.0042,0.0009,8,13,0.37867389006118546,0.4614325330428602,0.366576072092377,0.43488888642290496
"(64, 32)",2,96,0.0042,0.0009,9,15,0.3488397185174701,0.458429839006351,0.32546308982124517,0.416181608765109
"(64, 32)",2,96,0.0042,0.0009,10,15,0.36754716456816133,0.4700955635486028,0.34871525160821265,0.4260923960670176
"(64, 32)",2,96,0.0043,0.0001,6,13,0.3802834851215369,0.4717190103328775,0.36922025344779,0.4406549350766209
"(64, 32)",2,96,0.0043,0.0001,7,12,0.37630732951293877,0.47961721354385306,0.3645906540135941,0.44088233021085704
"(64, 32)",2,96,0.0043,0.0001,8,13,0.3775468950320244,0.4586627739874586,0.36412541124042835,0.4312739622544507
"(64, 32)",2,96,0.0043,0.0001,9,15,0.3516921531113773,0.46592502929257523,0.3343261692935933,0.4231376449683057
"(64, 32)",2,96,0.0043,0.0001,10,15,0.36222318269250026,0.4686548536943134,0.33622723360719703,0.41695517451804276
"(64, 32)",2,96,0.0043,0.0002,6,15,0.34633748529373626,0.46188487253800353,0.33410972029177416,0.42033642884279826
"(64, 32)",2,96,0.0043,0.0002,7,13,0.38570637409937053,0.4665462032535963,0.3639876519924035,0.4314060962879538
"(64, 32)",2,96,0.0043,0.0002,8,13,0.377697995403715,0.4614178877471465,0.3650736517555801,0.43264096415231146
"(64, 32)",2,96,0.0043,0.0002,9,13,0.38483729094555963,0.45882401261880773,0.3700757584525025,0.4331516924391809
"(64, 32)",2,96,0.0043,0.0002,10,15,0.36291984110513253,0.47130730048515956,0.33383509724375265,0.41971180289951565
"(64, 32)",2,96,0.0043,0.0003,6,13,0.3769356154153251,0.46882826807344213,0.3679020260801561,0.4391816998202326
"(64, 32)",2,96,0.0043,0.0003,7,13,0.3895116370448745,0.46914501446339574,0.36158716515369493,0.4271781855370863
"(64, 32)",2,96,0.0043,0.0003,8,13,0.3795740085393672,0.4615753828406431,0.3634981449950945,0.43031190194445257
"(64, 32)",2,96,0.0043,0.0003,9,15,0.35059893015200166,0.46337986867909026,0.33495950126470336,0.422807371243461
"(64, 32)",2,96,0.0043,0.0003,10,12,0.38071014165663947,0.48033968511076086,0.3687322896456044,0.4433099480409788
"(64, 32)",2,96,0.0043,0.0004,6,15,0.3429835309117772,0.4606497578384434,0.3271650918583789,0.4156931905545726
"(64, 32)",2,96,0.0043,0.0004,7,12,0.3757943006171084,0.48048396073187416,0.36309404882873364,0.43954317599772763
"(64, 32)",2,96,0.0043,0.0004,8,15,0.3503141716118642,0.4615964160651569,0.3330778307026742,0.4190506180311403
"(64, 32)",2,96,0.0043,0.0004,9,15,0.3491337741980947,0.46141562671048497,0.335091990888522,0.419326722739381
"(64, 32)",2,96,0.0043,0.0004,10,15,0.36519722211333716,0.4700028650959136,0.3367252232777406,0.4167731317261793
"(64, 32)",2,96,0.0043,0.0005,6,13,0.3783230985441017,0.47446834747255057,0.3711533037192786,0.4475579808051722
"(64, 32)",2,96,0.0043,0.0005,7,13,0.38818062866576647,0.4670050261714624,0.366697017583317,0.43156457013695
"(64, 32)",2,96,0.0043,0.0005,8,13,0.382313074500399,0.4605101844506833,0.36847644395041823,0.4349135508008128
"(64, 32)",2,96,0.0043,0.0005,9,15,0.35399305029914513,0.46470152065531517,0.33228377374013024,0.4189035411223808
"(64, 32)",2,96,0.0043,0.0005,10,15,0.37307608837963574,0.4728368275750789,0.3418652819547056,0.41817521347424635
"(64, 32)",2,96,0.0043,0.0006,6,13,0.37921962679930815,0.47446254422720063,0.3688627808315245,0.4425032638392718
"(64, 32)",2,96,0.0043,0.0006,7,12,0.37415535896427565,0.4801898500752489,0.3619345062057581,0.43831128040651457
"(64, 32)",2,96,0.0043,0.0006,8,13,0.38021224443910434,0.46200386620846634,0.37139166425247944,0.43962874402816043
"(64, 32)",2,96,0.0043,0.0006,9,15,0.3548769593620513,0.4639695471619789,0.3358695343357678,0.4197527405496374
"(64, 32)",2,96,0.0043,0.0006,10,12,0.38432795177772155,0.48152295264470635,0.37242014283749103,0.4466795009682923
"(64, 32)",2,96,0.0043,0.0007,6,13,0.38034708490800806,0.4732314145451921,0.3718264073221467,0.4459066481182488
"(64, 32)",2,96,0.0043,0.0007,7,13,0.38788124578703126,0.47054570781884036,0.3661046391358541,0.43232520101065225
"(64, 32)",2,96,0.0043,0.0007,8,13,0.3798474730859982,0.4596041884172546,0.3695890201012401,0.43703013440816163
"(64, 32)",2,96,0.0043,0.0007,9,15,0.3564589323497577,0.4632429974374524,0.33652317955733063,0.42093107239896993
"(64, 32)",2,96,0.0043,0.0007,10,12,0.38075111566769076,0.47924823163691777,0.3683313886119881,0.4426598038732659
"(64, 32)",2,96,0.0043,0.0008,6,13,0.37878795638979823,0.47365447656340437,0.3724463372812148,0.446551858618668
"(64, 32)",2,96,0.0043,0.0008,7,13,0.38703041360825113,0.46893182427819635,0.36771028004781237,0.434329825721627
"(64, 32)",2,96,0.0043,0.0008,8,13,0.380719279521963,0.4607975228860965,0.3693182454755406,0.436975160827168
"(64, 32)",2,96,0.0043,0.0008,9,15,0.3525373579165797,0.46414420578296745,0.323372849046514,0.4172437672272705
"(64, 32)",2,96,0.0043,0.0008,10,15,0.3655381300534524,0.4680514768869054,0.3368824788925228,0.4155323796015548
"(64, 32)",2,96,0.0043,0.0009,6,13,0.3804344325386616,0.47226945413222554,0.3708912507434111,0.44316555814971054
"(64, 32)",2,96,0.0043,0.0009,7,13,0.3833659371612995,0.46739741540372504,0.3661911786080285,0.43457550173144294
"(64, 32)",2,96,0.0043,0.0009,8,13,0.37932707189646264,0.46086136871025746,0.3678979781003434,0.4356169479330055
"(64, 32)",2,96,0.0043,0.0009,9,13,0.389280047987994,0.45962322911906245,0.3743020945402134,0.43510199557254364
"(64, 32)",2,96,0.0043,0.0009,10,12,0.38084448252292474,0.47927970285881333,0.36826367412499983,0.44225678043385197
"(64, 32)",2,96,0.0044,0.0001,6,13,0.37774702171647506,0.47462068883704317,0.36427121752746455,0.43824397675405313
"(64, 32)",2,96,0.0044,0.0001,7,13,0.3926978216332902,0.4730670343224751,0.36683013723823205,0.43289686584026404
"(64, 32)",2,96,0.0044,0.0001,8,13,0.379831189148536,0.4586482103919934,0.36856195993419905,0.43466643884002953
"(64, 32)",2,96,0.0044,0.0001,9,15,0.35109973134377015,0.4608666382719942,0.3318083984347543,0.42124996266520137
"(64, 32)",2,96,0.0044,0.0001,10,12,0.3846240990731234,0.4821853208365045,0.3722167020904854,0.4461152930258587
"(64, 32)",2,96,0.0044,0.0002,6,13,0.3751369336110171,0.4726188872453026,0.3640242424174567,0.44037639136156564
"(64, 32)",2,96,0.0044,0.0002,7,12,0.37928333316199014,0.48234336071969325,0.36942861756810097,0.44690481390638115
"(64, 32)",2,96,0.0044,0.0002,8,13,0.3756911837625172,0.46146263744437693,0.3602704521508867,0.4301261319064187
"(64, 32)",2,96,0.0044,0.0002,9,15,0.35269041155676933,0.46690741180183665,0.33735861346859697,0.42800685420852685
"(64, 32)",2,96,0.0044,0.0002,10,15,0.3628057479639027,0.46673531161745413,0.330544885440431,0.4144099428638473
"(64, 32)",2,96,0.0044,0.0003,6,13,0.3780037217574575,0.47051110751301506,0.3657233472315872,0.44028223665502153
"(64, 32)",2,96,0.0044,0.0003,7,15,0.3502311994765919,0.46989484063639225,0.33360562272321953,0.41763979999624795
"(64, 32)",2,96,0.0044,0.0003,8,13,0.375429495103514,0.4608124847019757,0.3609155687355323,0.42945041538461587
"(64, 32)",2,96,0.0044,0.0003,9,15,0.3496714577164291,0.465535109809694,0.3335057729226412,0.4282757009504174
"(64, 32)",2,96,0.0044,0.0003,10,12,0.3776623718111979,0.4773525542911481,0.3684378936046086,0.44329594167836456
"(64, 32)",2,96,0.0044,0.0004,6,13,0.3792971525924,0.47190242430502416,0.361950899548855,0.4354621447760543
"(64, 32)",2,96,0.0044,0.0004,7,13,0.38796587092485507,0.47064073051452654,0.3660456012483303,0.4349370755870376
"(64, 32)",2,96,0.0044,0.0004,8,13,0.37919595540936885,0.46229657202081903,0.36170301017709844,0.42952013529944594
"(64, 32)",2,96,0.0044,0.0004,9,13,0.39140641601020565,0.46377450083769833,0.3739766084906081,0.4359664992465511
"(64, 32)",2,96,0.0044,0.0004,10,15,0.35537910867216466,0.46258882866725964,0.3290927170574639,0.41311720282152364
"(64, 32)",2,96,0.0044,0.0005,6,15,0.3451396307969746,0.4694275827603336,0.3341523084535514,0.42515121000835454
"(64, 32)",2,96,0.0044,0.0005,7,13,0.39223726530516295,0.4738781300898127,0.36786790009441794,0.43551165252369256
"(64, 32)",2,96,0.0044,0.0005,8,13,0.3804603962218724,0.461570235518105,0.3637336035699026,0.42979897819490487
"(64, 32)",2,96,0.0044,0.0005,9,15,0.3447728189601932,0.4586923565233499,0.3342405574539165,0.4243820885164707
"(64, 32)",2,96,0.0044,0.0005,10,12,0.382884631654052,0.48056957303596587,0.3723564683713072,0.44659665334513415
"(64, 32)",2,96,0.0044,0.0006,6,13,0.3758596650884281,0.4740356073520834,0.3603272715528345,0.43581640901440305
"(64, 32)",2,96,0.0044,0.0006,7,13,0.3914645390450688,0.47227357173545587,0.3661252189954697,0.4339473012088129
"(64, 32)",2,96,0.0044,0.0006,8,13,0.378065405355048,0.4602880159521495,0.36010170549983606,0.4280989595032745
"(64, 32)",2,96,0.0044,0.0006,9,15,0.3471464816608874,0.460300587068577,0.3350127571216259,0.4251959601100122
"(64, 32)",2,96,0.0044,0.0006,10,12,0.3829958290020714,0.4798519114107981,0.3728913472761412,0.44682396401908
"(64, 32)",2,96,0.0044,0.0007,6,15,0.34563591386229686,0.4675930720686378,0.33788547789981216,0.42156049199808754
"(64, 32)",2,96,0.0044,0.0007,7,13,0.3881405477916832,0.47129583617637383,0.3659606880003676,0.43531249923803744
"(64, 32)",2,96,0.0044,0.0007,8,13,0.3751833163362095,0.4593030938133586,0.3586774337492771,0.42680110732200766
"(64, 32)",2,96,0.0044,0.0007,9,13,0.3902466541362958,0.46288510521632065,0.3789391329565051,0.44118807119697934
"(64, 32)",2,96,0.0044,0.0007,10,12,0.3826522505728248,0.479732565404505,0.37267922232968315,0.4466940506098647
"(64, 32)",2,96,0.0044,0.0008,6,13,0.3752618209419925,0.47368461041030013,0.36164577238304446,0.4373751375716807
"(64, 32)",2,96,0.0044,0.0008,7,12,0.37764305829316913,0.4825081295728191,0.3628775039270147,0.44057691478159594
"(64, 32)",2,96,0.0044,0.0008,8,13,0.3756711638974037,0.461449097586506,0.36085123406497144,0.43067706718919024
"(64, 32)",2,96,0.0044,0.0008,9,15,0.3506600222020951,0.4619784256842953,0.334063927742438,0.42276759267542935
"(64, 32)",2,96,0.0044,0.0008,10,12,0.38271137251136983,0.4797175433698669,0.37266445332243286,0.44667025810016925
"(64, 32)",2,96,0.0044,0.0009,6,13,0.37476712533465645,0.4724206553191202,0.36130091563288663,0.43507537642320293
"(64, 32)",2,96,0.0044,0.0009,7,12,0.37753579996393044,0.4825054933000518,0.36278464983768416,0.44056135572460287
"(64, 32)",2,96,0.0044,0.0009,8,13,0.37835168800728275,0.463975948162655,0.36016756361560814,0.43096971928087846
"(64, 32)",2,96,0.0044,0.0009,9,15,0.3506500138380051,0.4626349980930952,0.33154110433915224,0.42248954015400086
"(64, 32)",2,96,0.0044,0.0009,10,12,0.3807133666122249,0.4799076446377521,0.3701703672573268,0.4448624548888998
"(64, 32)",2,96,0.0045,0.0001,6,15,0.33845037206920164,0.4650786468037954,0.33060324380021505,0.4182471360786779
"(64, 32)",2,96,0.0045,0.0001,7,12,0.3717756159882588,0.48288577067276023,0.3600653360601047,0.44133312133155356
"(64, 32)",2,96,0.0045,0.0001,8,15,0.35263710854784364,0.47300237789224875,0.3334075879786649,0.4191351674723154
"(64, 32)",2,96,0.0045,0.0001,9,15,0.34879536469183214,0.4668380490152884,0.3319950423580964,0.4276568963510835
"(64, 32)",2,96,0.0045,0.0001,10,15,0.3546856577147618,0.4656286744312976,0.3310673911091177,0.4159678879799527
"(64, 32)",2,96,0.0045,0.0002,6,13,0.3788002331450671,0.47771390394658264,0.3658071272401991,0.4458097859812144
"(64, 32)",2,96,0.0045,0.0002,7,15,0.3575866172434458,0.4824292467747295,0.33289711633094715,0.42128615894767346
"(64, 32)",2,96,0.0045,0.0002,8,13,0.3794276365497891,0.46263874032040186,0.3664099973143211,0.4339068781416744
"(64, 32)",2,96,0.0045,0.0002,9,15,0.34973997251906996,0.4613029028615379,0.33640532227524356,0.42985828507101237
"(64, 32)",2,96,0.0045,0.0002,10,15,0.35840347668641587,0.46660556519616764,0.3326293818815949,0.41585856918694775
"(64, 32)",2,96,0.0045,0.0003,6,15,0.35518225955546695,0.47097585632727984,0.3315680658701495,0.41664763154533757
"(64, 32)",2,96,0.0045,0.0003,7,12,0.37329955384459185,0.4808694325140556,0.36407092967686294,0.44398189409543765
"(64, 32)",2,96,0.0045,0.0003,8,13,0.3824967229716109,0.4628848187655846,0.3643465129633576,0.4293599680944986
"(64, 32)",2,96,0.0045,0.0003,9,15,0.34942897788185323,0.46699693313185503,0.3318142630710343,0.42940083404047813
"(64, 32)",2,96,0.0045,0.0003,10,15,0.3627411004710636,0.47235168820723816,0.3349360809373409,0.42105704424745205
"(64, 32)",2,96,0.0045,0.0004,6,13,0.37855876587900966,0.47484264106687224,0.3595197333740528,0.43621886558828726
"(64, 32)",2,96,0.0045,0.0004,7,12,0.3744272363484354,0.48228356346470364,0.36217816941862535,0.4411402891717847
